ProductID,CategoryID,Price,days_to_expiry,discount
415,10,8.0069,0,60
416,10,84.6763,0,60
417,5,43.3781,12,20
418,2,92.2516,0,60
419,3,86.1338,8,20
420,9,69.9163,0,60
421,6,38.8096,0,60
422,5,50.2892,60,0
423,2,55.8531,35,0
424,3,85.8828,0,60
425,4,56.7898,0,60
426,3,83.5759,0,60
427,3,46.3252,0,60
428,7,4.7235,48,0
429,4,57.6013,0,60
430,2,46.2589,84,0
431,10,19.9957,89,0
432,2,32.7153,44,0
433,3,39.8762,11,20
434,7,71.1551,0,60
435,8,32.6109,0,60
436,7,67.9063,25,10
437,10,83.5856,0,60
438,2,44.9415,0,60
439,11,56.0919,108,0
440,1,32.9092,0,60
441,3,72.9439,0,60
442,6,72.9041,106,0
443,2,90.0169,79,0
444,8,44.0886,56,0
445,8,59.2467,76,0
446,7,49.0452,18,10
447,3,3.4198,0,60
448,5,76.8988,0,60
449,4,42.1414,0,60
450,3,7.107,0,60
451,1,93.5384,0,60
452,11,28.5653,0,60
